maltego.Domain,maltego.DNSName,maltego.NSRecord,maltego.MXRecord,maltego.IPv4Address,maltego.Netblock,maltego.AS,maltego.Company,maltego.DNSName
compass-security.com,host-178-190.compass-security.com,,,,,,,
compass-security.com,blog.compass-security.com,,,,,,,
compass-security.com,blackout.compass-security.com,,,,,,,
,blackout.compass-security.com,,,80.254.178.110,,,,
,blackout.compass-security.com,,,80.254.178.110,,,,
,e1.compass-security.com,,,80.254.178.110,,,,
,e1.compass-security.com,,,80.254.178.110,,,,
compass-security.com,e1.compass-security.com,,,,,,,
,,,,80.254.178.110,80.254.160.0-80.254.191.255,,,
,,,,80.254.178.110,80.254.160.0-80.254.191.255,,,
compass-security.com,blackout.compass-security.com,,,,,,,
compass-security.com,e1.compass-security.com,,,,,,,
compass-security.com,deli.compass-security.com,,,,,,,
compass-security.com,host-246-119.compass-security.com,,,,,,,
,host-246-119.compass-security.com,,,,,,,119.96-127.246.254.212.in-addr.arpa
compass-security.com,host-246-119.compass-security.com,,,,,,,
compass-security.com,analytics.compass-security.com,,,,,,,
compass-security.com,host-178-172.compass-security.com,,,,,,,
,host-178-172.compass-security.com,,,,,,,172.160-190.178.254.212.in-addr.arpa
compass-security.com,host-178-172.compass-security.com,,,,,,,
compass-security.com,host-178-161.compass-security.com,,,,,,,
,host-178-161.compass-security.com,,,,,,,161.160-190.178.254.212.in-addr.arpa
compass-security.com,host-178-161.compass-security.com,,,,,,,
compass-security.com,host-178-182.compass-security.com,,,,,,,
,host-178-182.compass-security.com,,,,,,,182.160-190.178.254.212.in-addr.arpa
compass-security.com,host-178-182.compass-security.com,,,,,,,
compass-security.com,adminer.www.compass-security.com,,,,,,,
compass-security.com,sully.compass-security.com,,,,,,,
compass-security.com,vpn04.compass-security.com,,,,,,,
,vpn04.compass-security.com,,,82.139.196.136,,,,
,vpn04.compass-security.com,,,82.139.196.136,,,,
,,,,82.139.196.136,82.139.192.0-82.139.207.255,,,
,,,,82.139.196.136,82.139.192.0-82.139.207.255,,,
compass-security.com,vpn04.compass-security.com,,,,,,,
compass-security.com,vpn02.compass-security.com,,,,,,,
compass-security.com,host-178-181.compass-security.com,,,,,,,
,host-178-181.compass-security.com,,,,,,,181.160-190.178.254.212.in-addr.arpa
compass-security.com,host-178-181.compass-security.com,,,,,,,
compass-security.com,host-178-162.compass-security.com,,,,,,,
,host-178-162.compass-security.com,,,,,,,162.160-190.178.254.212.in-addr.arpa
compass-security.com,host-178-162.compass-security.com,,,,,,,
compass-security.com,host-246-107.compass-security.com,,,,,,,
,host-246-107.compass-security.com,,,,,,,107.96-127.246.254.212.in-addr.arpa
compass-security.com,host-246-107.compass-security.com,,,,,,,
compass-security.com,host-178-167.compass-security.com,,,,,,,
,host-178-167.compass-security.com,,,,,,,167.160-190.178.254.212.in-addr.arpa
compass-security.com,host-178-167.compass-security.com,,,,,,,
compass-security.com,www-staging.compass-security.com,,,,,,,
compass-security.com,host-178-173.compass-security.com,,,,,,,
,host-178-173.compass-security.com,,,,,,,173.160-190.178.254.212.in-addr.arpa
compass-security.com,host-178-173.compass-security.com,,,,,,,
compass-security.com,host-246-103.compass-security.com,,,,,,,
,host-246-103.compass-security.com,,,,,,,103.96-127.246.254.212.in-addr.arpa
compass-security.com,host-246-103.compass-security.com,,,,,,,
compass-security.com,elab.compass-security.com,,,,,,,
compass-security.com,adminer.blog-staging.compass-security.com,,,,,,,
compass-security.com,adminer.www-staging.compass-security.com,,,,,,,
compass-security.com,www.dfir.compass-security.com,,,,,,,
,www.dfir.compass-security.com,,,193.135.215.55,,,,
compass-security.com,www.dfir.compass-security.com,,,,,,,
compass-security.com,blog-staging.compass-security.com,,,,,,,
compass-security.com,wodan.compass-security.com,,,,,,,
,wodan.compass-security.com,,,82.139.253.26,,,,
,wodan.compass-security.com,,,82.139.253.26,,,,
,,,,82.139.253.26,82.139.224.0-82.139.255.255,,,
,,,,82.139.253.26,82.139.224.0-82.139.255.255,,,
,,,,82.139.253.24,82.139.224.0-82.139.255.255,,,
,mimir.compass-security.com,,,82.139.253.24,,,,
,mimir.compass-security.com,,,82.139.253.24,,,,
compass-security.com,mimir.compass-security.com,,,,,,,
,,,,82.139.253.24,82.139.224.0-82.139.255.255,,,
compass-security.com,wodan.compass-security.com,,,,,,,
compass-security.com,host-178-177.compass-security.com,,,,,,,
,host-178-177.compass-security.com,,,,,,,177.160-190.178.254.212.in-addr.arpa
compass-security.com,host-178-177.compass-security.com,,,,,,,
compass-security.com,mimir.compass-security.com,,,,,,,
compass-security.com,host-178-165.compass-security.com,,,,,,,
,host-178-165.compass-security.com,,,,,,,165.160-190.178.254.212.in-addr.arpa
compass-security.com,host-178-165.compass-security.com,,,,,,,
compass-security.com,elabdev.compass-security.com,,,,,,,
compass-security.com,host-246-125.compass-security.com,,,,,,,
,host-246-125.compass-security.com,,,,,,,125.96-127.246.254.212.in-addr.arpa
compass-security.com,host-246-125.compass-security.com,,,,,,,
,,,,193.135.215.55,193.135.214.0-193.135.215.255,,,
,www.dfir.compass-security.com,,,193.135.215.55,,,,
,,,,193.135.215.43,193.135.214.0-193.135.215.255,,,
,,,,193.135.215.47,193.135.214.0-193.135.215.255,,,
,,,,193.135.215.41,193.135.214.0-193.135.215.255,,,
,,,mx1.compass-security.com,193.135.215.41,,,,
,,,,193.135.215.41,193.135.214.0-193.135.215.255,,,
,,,,193.135.215.49,193.135.214.0-193.135.215.255,,,
,,,,193.135.215.40,193.135.214.0-193.135.215.255,,,
,,,,,164.128.128.0-164.128.255.255,3303,,
,,,,,81.62.0.0-81.63.255.255,3303,,
,,,,,,559,SWITCH Peering requests,
,,,,,152.96.0.0-152.96.255.255,559,,
,,,,,,6830,LGI-UPC formerly known as UPC Broadband Holding B.V.,
,,,,,62.2.0.0-62.2.255.255,6830,,
,,,,62.2.85.154,62.2.0.0-62.2.255.255,,,
,,,mx2.compass-security.com,62.2.85.154,,,,
,,,,62.2.85.154,62.2.0.0-62.2.255.255,,,
,,,,,,21069,ASN-METANET Routing/peering issues,
,,,,,80.74.128.0-80.74.143.255,21069,,
,,,,,80.74.144.0-80.74.159.255,21069,,
,,,,,,1836,GREEN green.ch AG Autonomous System,
,,,,,80.254.160.0-80.254.191.255,1836,,
,,,,,,14061,DIGITALOCEAN-ASN - DigitalOcean LLC,
,,,,,206.189.0.0-206.189.255.255,14061,,
,,,,,165.22.0.0-165.22.255.255,14061,,
,,,,,134.209.0.0-134.209.255.255,14061,,
,,,,,159.89.212.0-159.89.215.255,14061,,
,,,,,206.189.248.0-206.189.251.255,14061,,
,,,,,134.209.240.0-134.209.255.255,14061,,
,,,,,165.22.64.0-165.22.79.255,14061,,
,,,,,,12350,VTX-NETWORK,
,,,,,212.254.0.0-212.254.255.255,12350,,
,,,,,,0,Reserved Network Address Blocks,
,,,,,192.168.0.0-192.168.255.255,0,,
,,,,,,8820,TAL-DE Robertstrasse 6,
,,,,,82.139.192.0-82.139.207.255,8820,,
,,,,,82.139.224.0-82.139.255.255,8820,,
,,,,,,12876,Online SAS,
,,,,,51.15.0.0-51.15.255.255,12876,,
,,,,,,24940,HETZNER-AS,
,,,,,78.46.0.0-78.47.255.255,24940,,
